"Country"	"Latitude"	"Longitude"	"SiteName"	"Period"	"PhaseCode"	"LabCode"	"C14BP"	"C14SD"	"Material"	"bib"	"bib_url"
"France"	44.74	1.83	"Roucadour"	"LMEN"	"n/a"	"GSY-36A"	5940	140	"CE"	"Ammerman et Cavali-Sforza 1971"	"Ammerman71"
"France"	43.29	2.4	"Gazel"	"LM"	"Porche F6"	"GrN-6704"	7880	75	"WC"	"Barbazza et al. 1984"	"Barbaza84"
"France"	44.52	4.82	"Espeluche-Lalo"	"EN"	"St. 76"	"AA-32638"	6560	85	"WC"	"Beeching et al. 2000"	"Beeching00"
"France"	44.52	4.82	"Espeluche-Lalo"	"LM"	"St. 8"	"AA-32642"	7315	65	"WC"	"Beeching et al. 2000"	"Beeching00"
"France"	44.52	4.82	"Espeluche-Lalo"	"EN"	"St. 73"	"AA-32639"	6520	65	"WC"	"Beeching et al. 2000"	"Beeching00"
"France"	44.52	4.82	"Espeluche-Lalo"	"EN"	"St. 120"	"AA-32641"	6585	60	"WC"	"Beeching et al. 2000"	"Beeching00"
"France"	44.27	4.42	"Baume de Montclus"	"EN"	"n/a"	"KN-1181"	6640	55	"WC"	"Binder 1987"	"Binder87"
"France"	44.27	4.42	"Baume de Montclus"	"EN"	"n/a"	"KN-1180"	6220	50	"WC"	"Binder 1987"	"Binder87"
"France"	43.58	6.215	"Fontbregoua"	"EN"	"C41"	"Ly-3748"	5880	130	"F"	"Binder 1995"	"Binder95"
"France"	43.58	6.215	"Fontbregoua"	"EN"	"C46F"	"Ly-6491"	5910	135	"WC"	"Binder 1995"	"Binder95"
"France"	43.58	6.215	"Fontbregoua"	"EN"	"C45"	"Gif-2989"	6180	120	"WC"	"Binder 1995"	"Binder95"
"France"	43.58	6.215	"Fontbregoua"	"EN"	"C41"	"Ly-4374"	6080	120	"WC"	"Binder 1995"	"Binder95"
"France"	43.58	6.215	"Fontbregoua"	"EN"	"C47"	"Gif-2990"	6700	100	"WC"	"Binder 1995"	"Binder95"
"France"	43.58	6.215	"Fontbregoua"	"EN"	"C43F"	"Ly-4373"	6120	100	"WC"	"Binder 1995"	"Binder95"
"France"	43.58	6.215	"Fontbregoua"	"EN"	"C45"	"Ly-6492"	6125	90	"WC"	"Binder 1995"	"Binder95"
"France"	44.27	4.69	"Petites-Baties"	"EN"	"St 7192"	"Beta-103862"	6290	50	"WC"	"Binder et al. 2002"	"Binder02"
"France"	44.27	4.69	"Petites-Baties"	"EN"	"St 13837"	"Beta-103868"	6270	50	"WC"	"Binder et al. 2002"	"Binder02"
"France"	44.27	4.69	"Petites-Baties"	"EN"	"St 3826"	"Beta-103867"	6230	50	"WC"	"Binder et al. 2002"	"Binder02"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"US 18G3"	"LTL-15419A"	7382	50	"CE"	"Binder et al. 2017"	"10.15184/aqy.2017.65"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"US 18G"	"Beta-267434"	6250	40	"CE"	"Binder et al. 2017"	"10.15184/aqy.2017.65"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"US 19B"	"LTL-15949A"	7573	60	"WC"	"Binder et al. 2017"	"10.15184/aqy.2017.65"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"US 18H"	"LTL-15416A"	7369	55	"WC"	"Binder et al. 2017"	"10.15184/aqy.2017.65"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"US 18G3"	"LTL-15786A"	7357	50	"WC"	"Binder et al. 2017"	"10.15184/aqy.2017.65"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"US 18G3"	"LTL-15785A"	6633	50	"WC"	"Binder et al. 2017"	"10.15184/aqy.2017.65"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"US 18B"	"LTL-15782A"	6539	45	"WC"	"Binder et al. 2017"	"10.15184/aqy.2017.65"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"US 19B"	"LTL-15950A"	6400	45	"WC"	"Binder et al. 2017"	"10.15184/aqy.2017.65"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"US 17"	"LTL-15951A"	6284	45	"WC"	"Binder et al. 2017"	"10.15184/aqy.2017.65"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"US 17"	"LTL-15948A"	6228	45	"WC"	"Binder et al. 2017"	"10.15184/aqy.2017.65"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"US 15N"	"LTL-15783A"	6207	45	"WC"	"Binder et al. 2017"	"10.15184/aqy.2017.65"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"US 16"	"LTL-15784A"	5999	45	"WC"	"Binder et al. 2017"	"10.15184/aqy.2017.65"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"US 11"	"LTL-15780A"	5988	45	"WC"	"Binder et al. 2017"	"10.15184/aqy.2017.65"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"US 11"	"LTL-15781A"	5970	45	"WC"	"Binder et al. 2017"	"10.15184/aqy.2017.65"
"France"	43.5147	3.27	"La Resclauze"	"EN"	"C12A"	"MC-1227"	6450	100	"WC"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.31	3.33	"Peiro Signado"	"EN"	"n/a"	"Ly-5689"	6925	45	"SE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.31	3.33	"Peiro Signado"	"EN"	"n/a"	"Ly-5688"	6910	40	"SE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.31	3.33	"Peiro Signado"	"EN"	"Structure 1"	"Ly-8400"	6840	55	"WC"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.31	3.33	"Peiro Signado"	"EN"	"Structure 7"	"Ly-8399"	6770	55	"WC"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 41678"	"LTL-8006A"	6649	45	"CE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 41678"	"LTL-8005A"	6599	45	"CE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 28781-sup"	"LTL-15940A"	6399	45	"CE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 47799-inf"	"LTL-13787A"	6666	45	"SE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 47801"	"LTL-8001A"	6600	45	"SE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 47799-sup"	"LTL-13788A"	6547	45	"SE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 47801"	"LTL-8002A"	6539	45	"SE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 18364"	"LTL-8011A"	6507	45	"SE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 47800"	"LTL-8004A"	6507	45	"SE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 18364"	"LTL-8012A"	6499	45	"SE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 47800"	"LTL-8003A"	6452	45	"SE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 19001"	"LTL-8008A"	6337	45	"SE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 42370"	"LTL-8010A"	6328	45	"SE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 42370"	"LTL-8009A"	6241	45	"SE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 19001"	"LTL-8007A"	6170	45	"SE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 19000"	"LTL-14104A"	6466	40	"SE"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 5711"	"Ly-1713 (GrA-20195)"	6790	50	"WC"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 28781-inf"	"LTL-15941A"	6803	45	"WC"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 29203"	"LTL-15942A"	6745	45	"WC"	"Binder et al. 2018"	"10.4312/dp.44.4"
"France"	43.58	6.215	"Fontbregoua"	"EN"	"St H2-9-10"	"GrA-38336"	6390	40	"H"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.58	6.215	"Fontbregoua"	"EN"	"St H1-3"	"GrA-38522"	6115	35	"H"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.58	6.215	"Fontbregoua"	"EN"	"St H3-C"	"GrA-38332"	6110	35	"H"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.58	6.215	"Fontbregoua"	"EN"	"Sep-H3 mix"	"n/a"	6082	35	"H"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.58	6.215	"Fontbregoua"	"EN"	"St H3-B"	"GrA-38329"	6055	35	"H"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.58	6.215	"Fontbregoua"	"EN"	"Sep-H1 mix"	"n/a"	6086	33	"H"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.58	6.215	"Fontbregoua"	"EN"	"St H1-2"	"GrA-38335"	6065	30	"H"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 28889"	"GrA-29403"	6725	45	"CE"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 28889"	"GrA-29528"	6650	45	"CE"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"Sector North, Burial H2, US43000"	"GrA-32061"	6450	40	"H"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"Sector South, Burial F1"	"GrA-26893"	6445	40	"H"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"Sector North, Burial F2"	"GrA-26894"	6440	40	"H"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"US 2067"	"GrA-26895"	6605	40	"SE"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"Sector North"	"GrA-26897"	6500	40	"SE"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.806724	7.497243	"Pendimoun"	"MN"	"US 14647"	"GrA-32944"	6275	40	"SE"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.806724	7.497243	"Pendimoun"	"EN"	"UE 5770"	"Gif-A101334"	6790	90	"WC"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.806724	7.497243	"Pendimoun"	"MN"	"US 21696"	"GrA-23532"	6130	60	"WC"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.806724	7.497243	"Pendimoun"	"MN"	"US 21696"	"GrA-23533"	6050	60	"WC"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.806724	7.497243	"Pendimoun"	"MN"	"US 14549 "	"GrA-29401"	6160	45	"WC"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.806724	7.497243	"Pendimoun"	"MN"	"US 16657 "	"GrA-29402"	6155	45	"WC"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.31	3.35	"Pont de Roque-Haute"	"EN"	"F4"	"Ly-7222"	5240	370	"WC"	"Binder et Sénépart 2010"	"Binder10"
"France"	43.31	3.35	"Pont de Roque-Haute"	"EN"	"F1"	"Ly-9879 (SacA-32046)"	7010	60	"CE"	"Bogdanovic 2017"	"Bodganovic17"
"France"	43.31	3.35	"Pont de Roque-Haute"	"EN"	"F1 base"	"Beta-398950"	6920	30	"CE"	"Bogdanovic 2017"	"Bodganovic17"
"France"	43.15	1.18333	"Abri du Buholoup"	"MN"	"n/a"	"Gif-5497"	5490	120	"WC"	"Briois et Vaquer 2009"	"Briois09"
"France"	43.15	1.18333	"Abri du Buholoup"	"LM"	"C4"	"Ly-6814"	7645	81	"WC"	"Briois et Vaquer 2009"	"Briois09"
"France"	43.15	1.18333	"Abri du Buholoup"	"LM"	"C3"	"Ly-1090 (OxA) "	7952	62	"WC"	"Briois et Vaquer 2009"	"Briois09"
"France"	43.15	1.18333	"Abri du Buholoup"	"EN"	"C2b"	"Ly-1089"	6131	54	"WC"	"Briois et Vaquer 2009"	"Briois09"
"France"	43.33	2.6	"Balma de Labeurador"	"EN"	"C2bc"	"MC-2145"	6260	90	"WC"	"Chabal et Heinz 2020 "	"10.1016/j.quaint.2020.10.080"
"France"	42.72	2.62	"Cauna de Belesta"	"MN"	"n/a"	"Ly-5104"	5165	125	"WC"	"Claustre 1992"	"Claustre92"
"France"	42.72	2.62	"Cauna de Belesta"	"MN"	"n/a"	"Ly-3302"	5640	120	"WC"	"Claustre 1992"	"Claustre92"
"France"	43.58	3.36	"Baume de Bourbon"	"EN"	"C5"	"Ly-538"	6180	180	"WC"	"Coste et al. 1976"	"Coste76"
"France"	43.58	3.36	"Baume de Bourbon"	"EN"	"C5"	"MC-794"	6080	100	"WC"	"Coste et al. 1976"	"Coste76"
"France"	44.32	4.47	"Baume d'Oullins"	"EN"	"C6"	"ETH-27973"	6265	65	"F"	"Courtin 1976"	"Courtin76"
"France"	44.32	4.47	"Baume d'Oullins"	"EN"	"C6"	"MC-2034"	6630	110	"WC"	"Courtin 1976"	"Courtin76"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"F5"	"Ly-623"	6070	490	"n/a"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"FI"	"Ly-622"	5910	290	"n/a"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"cail. 5"	"MC-531T"	6760	100	"SH"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"foyer 7"	"Ly-624"	5780	240	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"cail. 8B"	"Ly-448"	7270	220	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"cail. 8C"	"Ly-438"	7830	170	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"C13"	"Ly-2827"	6200	160	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"C20"	"Ly-2833"	7630	150	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"C19"	"Ly-2831"	6720	140	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"C6"	"Ly-446"	6430	140	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"C12"	"Ly-2826"	5900	140	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"C19"	"Ly-2832"	7290	130	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"MN"	"C2"	"Ly-2824"	5460	130	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"cail. 7"	"Ly-447"	6420	120	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"MN"	"C6"	"Ly-2825"	5590	120	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"cail. 8B"	"MC-533"	7525	100	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"cail. 7A"	"MC-532"	7360	100	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"C18G"	"Ly-2830"	7260	100	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"LM"	"C18"	"MC-2516"	7220	100	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"C17"	"MC-2515"	6900	100	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"C5"	"MC-531A"	6780	100	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"cail. S"	"MC-531L"	6760	100	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"C16A"	"Ly-2828"	6550	100	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"C17"	"Ly-2829"	6200	100	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"C9"	"MC-941"	6070	100	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"C11"	"MC-942"	6050	100	"WC"	"Courtin et al. 1985"	"Courtin85"
"France"	43.38	5.16	"Font-des-Pigeons"	"EN"	"C7-8"	"MC-2514"	6050	100	"WC"	"Courtin et al. 1985"	"Courtin85"
